sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
She is valueless. He too is valuable.,valuable-valueless,y,mp,n,fm,11.29264069,18.07652903,137.1846619,41.05584717
She is not valuable. He too is valuable.,valuable-valueless,y,pp,y,fm,18.78726578,12.89640713,129.4992676,37.865345
She is not valueless. He too is valueless.,valuable-valueless,y,mm,y,fm,9.159786224,7.266970634,150.9357605,43.80184937
She is not valuable. He too is valueless.,valuable-valueless,y,pm,y,fm,17.47446442,17.31165504,135.6964264,41.73185349
She is not valueless. He too is valuable.,valuable-valueless,y,mp,y,fm,14.10556793,21.56616497,150.3096161,43.41811371
He is interesting. She too is interesting.,interesting-boring,n,pp,n,mf,4.17370224,9.537958145,122.7718811,34.26444626
He is boring. She too is boring.,interesting-boring,n,mm,n,mf,6.734424591,6.604819298,97.71192932,31.57849121
He is interesting. She too is boring.,interesting-boring,n,pm,n,mf,30.16584396,21.06481981,121.8501892,39.06221771
He is boring. She too is interesting.,interesting-boring,n,mp,n,mf,26.40316772,20.53480387,124.1027679,37.96717834
He is not interesting. She too is interesting.,interesting-boring,n,pp,y,mf,19.22750854,16.4497633,118.6628494,37.40867996
He is not boring. She too is boring.,interesting-boring,n,mm,y,mf,16.95319748,11.35012436,109.0981598,38.77396011
He is not interesting. She too is boring.,interesting-boring,n,pm,y,mf,15.97925949,19.80331278,123.6903458,37.53791809
He is not boring. She too is interesting.,interesting-boring,n,mp,y,mf,19.48804855,23.27670193,138.6590881,38.74740601
She is interesting. He too is interesting.,interesting-boring,n,pp,n,fm,5.290672302,8.047013283,113.881897,32.67393494
She is boring. He too is boring.,interesting-boring,n,mm,n,fm,8.053092957,6.106230736,105.9150391,31.97651291
She is interesting. He too is boring.,interesting-boring,n,pm,n,fm,29.54019165,17.90803957,114.1829147,37.54258347
She is boring. He too is interesting.,interesting-boring,n,mp,n,fm,28.20098877,19.63133574,105.326973,38.53331757
She is not interesting. He too is interesting.,interesting-boring,n,pp,y,fm,19.250103,14.57586002,110.7648773,37.79204559
She is not boring. He too is boring.,interesting-boring,n,mm,y,fm,17.1481781,10.79158401,115.4556427,38.53224564
She is not interesting. He too is boring.,interesting-boring,n,pm,y,fm,18.72414398,18.48825932,109.9322052,37.1665802
She is not boring. He too is interesting.,interesting-boring,n,mp,y,fm,19.48090363,23.03495407,111.842926,39.42340851
He is interesting. She too is interesting.,interesting-dull,n,pp,n,mf,4.17370224,9.537958145,122.7718811,34.26444626
He is dull. She too is dull.,interesting-dull,n,mm,n,mf,4.877117157,7.637189865,118.8833694,33.49066925
He is interesting. She too is dull.,interesting-dull,n,pm,n,mf,33.20910263,23.77340317,125.8132935,40.68229294
He is dull. She too is interesting.,interesting-dull,n,mp,n,mf,32.9854393,24.4061594,131.0290527,42.29603577
He is not interesting. She too is interesting.,interesting-dull,n,pp,y,mf,19.22750854,16.4497633,118.6628494,37.40867996
He is not dull. She too is dull.,interesting-dull,n,mm,y,mf,18.737854,11.87231255,116.7490158,41.18032074
He is not interesting. She too is dull.,interesting-dull,n,pm,y,mf,20.72380829,22.6538167,131.794632,39.13980865
He is not dull. She too is interesting.,interesting-dull,n,mp,y,mf,22.46257019,25.473104,141.4942474,42.5209198
She is interesting. He too is interesting.,interesting-dull,n,pp,n,fm,5.290672302,8.047013283,113.881897,32.67393494
She is dull. He too is dull.,interesting-dull,n,mm,n,fm,5.955791473,5.938360214,116.7329865,33.73074722
She is interesting. He too is dull.,interesting-dull,n,pm,n,fm,32.99323273,20.33516788,125.0061493,39.12369537
She is dull. He too is interesting.,interesting-dull,n,mp,n,fm,35.31351852,24.34083748,130.4292908,42.29070282
She is not interesting. He too is interesting.,interesting-dull,n,pp,y,fm,19.250103,14.57586002,110.7648773,37.79204559
She is not dull. He too is dull.,interesting-dull,n,mm,y,fm,18.57040405,10.25371647,115.2769928,41.29919815
She is not interesting. He too is dull.,interesting-dull,n,pm,y,fm,22.13963699,21.16721773,127.4302979,39.11350632
She is not dull. He too is interesting.,interesting-dull,n,mp,y,fm,22.1019783,25.34959936,126.552536,42.7592392
He is interesting. She too is interesting.,interesting-uninteresting,y,pp,n,mf,4.17370224,9.537958145,122.7718811,34.26444626
He is uninteresting. She too is uninteresting.,interesting-uninteresting,y,mm,n,mf,4.806411743,5.861873627,157.2570496,36.24676514
He is interesting. She too is uninteresting.,interesting-uninteresting,y,pm,n,mf,15.91108704,13.07450914,129.9478455,42.00243378
He is uninteresting. She too is interesting.,interesting-uninteresting,y,mp,n,mf,11.22173309,16.07283449,147.1580353,39.83885193
He is not interesting. She too is interesting.,interesting-uninteresting,y,pp,y,mf,19.22750854,16.4497633,118.6628494,37.40867996
He is not uninteresting. She too is uninteresting.,interesting-uninteresting,y,mm,y,mf,11.85660934,8.867717743,170.169281,40.82872391
He is not interesting. She too is uninteresting.,interesting-uninteresting,y,pm,y,mf,7.381210327,17.23130035,142.7359924,38.47843933
He is not uninteresting. She too is interesting.,interesting-uninteresting,y,mp,y,mf,10.13010788,22.46546745,162.6712494,40.99850464
She is interesting. He too is interesting.,interesting-uninteresting,y,pp,n,fm,5.290672302,8.047013283,113.881897,32.67393494
She is uninteresting. He too is uninteresting.,interesting-uninteresting,y,mm,n,fm,6.29359436,5.18068409,168.7825012,36.81814575
She is interesting. He too is uninteresting.,interesting-uninteresting,y,pm,n,fm,15.47317123,13.51627064,113.2542419,40.36800385
She is uninteresting. He too is interesting.,interesting-uninteresting,y,mp,n,fm,11.86154938,15.07725239,147.0222473,41.01597595
She is not interesting. He too is interesting.,interesting-uninteresting,y,pp,y,fm,19.250103,14.57586002,110.7648773,37.79204559
She is not uninteresting. He too is uninteresting.,interesting-uninteresting,y,mm,y,fm,12.74977875,7.925474167,166.1528015,41.67516327
She is not interesting. He too is uninteresting.,interesting-uninteresting,y,pm,y,fm,8.668037415,16.8970809,142.8006744,38.54663086
She is not uninteresting. He too is interesting.,interesting-uninteresting,y,mp,y,fm,10.41465759,21.21347761,159.1954498,42.13558197
He is fun. She too is fun.,fun-boring,n,pp,n,mf,6.43265152,8.982614517,114.1140213,32.43580627
He is boring. She too is boring.,fun-boring,n,mm,n,mf,6.734424591,6.604819298,97.71192932,31.57849121
He is fun. She too is boring.,fun-boring,n,pm,n,mf,34.59476471,24.89743567,117.8200836,39.13990021
He is boring. She too is fun.,fun-boring,n,mp,n,mf,38.12034607,26.78181505,127.6394196,39.64856339
He is not fun. She too is fun.,fun-boring,n,pp,y,mf,20.1282959,17.68086815,117.0620956,38.86050415
He is not boring. She too is boring.,fun-boring,n,mm,y,mf,16.95319748,11.35012436,109.0981598,38.77396011
He is not fun. She too is boring.,fun-boring,n,pm,y,mf,24.322258,25.13509703,128.5147095,39.8964119
He is not boring. She too is fun.,fun-boring,n,mp,y,mf,26.30575562,29.83935499,124.0764771,40.93164063
She is fun. He too is fun.,fun-boring,n,pp,n,fm,6.881732941,8.758070946,102.2942276,32.71300507
She is boring. He too is boring.,fun-boring,n,mm,n,fm,8.053092957,6.106230736,105.9150391,31.97651291
She is fun. He too is boring.,fun-boring,n,pm,n,fm,33.44664383,23.2617569,116.1578293,39.14894867
She is boring. He too is fun.,fun-boring,n,mp,n,fm,40.02267075,25.97905922,101.5922623,40.31430435
She is not fun. He too is fun.,fun-boring,n,pp,y,fm,21.5803299,15.7929287,116.6201477,38.9468956
She is not boring. He too is boring.,fun-boring,n,mm,y,fm,17.1481781,10.79158401,115.4556427,38.53224564
She is not fun. He too is boring.,fun-boring,n,pm,y,fm,25.51788712,24.49666452,116.0080872,39.83642578
She is not boring. He too is fun.,fun-boring,n,mp,y,fm,28.02179718,29.22763634,118.8926315,41.75104523
He is fun. She too is fun.,fun-dull,n,pp,n,mf,6.43265152,8.982614517,114.1140213,32.43580627
He is dull. She too is dull.,fun-dull,n,mm,n,mf,4.877117157,7.637189865,118.8833694,33.49066925
He is fun. She too is dull.,fun-dull,n,pm,n,mf,36.56734848,27.99859333,121.8492508,41.59790039
He is dull. She too is fun.,fun-dull,n,mp,n,mf,41.77737427,30.83932781,135.0144806,44.56760788
He is not fun. She too is fun.,fun-dull,n,pp,y,mf,20.1282959,17.68086815,117.0620956,38.86050415
He is not dull. She too is dull.,fun-dull,n,mm,y,mf,18.737854,11.87231255,116.7490158,41.18032074
He is not fun. She too is dull.,fun-dull,n,pm,y,mf,27.06725693,28.71547318,123.8342743,42.12464905
He is not dull. She too is fun.,fun-dull,n,mp,y,mf,29.39733887,31.19525242,133.8020477,44.92578888
She is fun. He too is fun.,fun-dull,n,pp,n,fm,6.881732941,8.758070946,102.2942276,32.71300507
She is dull. He too is dull.,fun-dull,n,mm,n,fm,5.955791473,5.938360214,116.7329865,33.73074722
She is fun. He too is dull.,fun-dull,n,pm,n,fm,35.44763565,25.59650803,121.6094284,41.89413071
She is dull. He too is fun.,fun-dull,n,mp,n,fm,43.7040863,30.76857281,119.1182556,44.45007324
She is not fun. He too is fun.,fun-dull,n,pp,y,fm,21.5803299,15.7929287,116.6201477,38.9468956
She is not dull. He too is dull.,fun-dull,n,mm,y,fm,18.57040405,10.25371647,115.2769928,41.29919815
She is not fun. He too is dull.,fun-dull,n,pm,y,fm,27.58559036,27.65352297,125.1633148,42.3704567
She is not dull. He too is fun.,fun-dull,n,mp,y,fm,30.78950882,30.9842,117.8405457,45.30036163
He is entertaining. She too is entertaining.,entertaining-boring,n,pp,n,mf,4.760147095,8.142061234,129.4866333,34.80397034
He is boring. She too is boring.,entertaining-boring,n,mm,n,mf,6.734424591,6.604819298,97.71192932,31.57849121
He is entertaining. She too is boring.,entertaining-boring,n,pm,n,mf,31.5868454,24.42052555,130.7276611,39.83005142
He is boring. She too is entertaining.,entertaining-boring,n,mp,n,mf,33.42481232,26.40394402,141.7815399,40.41051865
He is not entertaining. She too is entertaining.,entertaining-boring,n,pp,y,mf,20.38727951,19.94935131,131.1394806,42.12759018
He is not boring. She too is boring.,entertaining-boring,n,mm,y,mf,16.95319748,11.35012436,109.0981598,38.77396011
He is not entertaining. She too is boring.,entertaining-boring,n,pm,y,mf,21.11984634,28.81770706,132.9338379,42.5220871
He is not boring. She too is entertaining.,entertaining-boring,n,mp,y,mf,26.05754471,29.43218803,142.5746613,41.18792725
She is entertaining. He too is entertaining.,entertaining-boring,n,pp,n,fm,5.370197296,6.878563881,116.6725998,34.44515991
She is boring. He too is boring.,entertaining-boring,n,mm,n,fm,8.053092957,6.106230736,105.9150391,31.97651291
She is entertaining. He too is boring.,entertaining-boring,n,pm,n,fm,30.76351929,22.07969666,127.4448776,39.78466415
She is boring. He too is entertaining.,entertaining-boring,n,mp,n,fm,34.66693878,24.75515938,129.0251465,41.01959229
She is not entertaining. He too is entertaining.,entertaining-boring,n,pp,y,fm,21.52466965,18.68140793,125.725502,41.7833786
She is not boring. He too is boring.,entertaining-boring,n,mm,y,fm,17.1481781,10.79158401,115.4556427,38.53224564
She is not entertaining. He too is boring.,entertaining-boring,n,pm,y,fm,23.52194214,28.27035809,132.6227722,42.53468323
She is not boring. He too is entertaining.,entertaining-boring,n,mp,y,fm,27.24248886,28.36721039,123.0068054,41.86523819
He is entertaining. She too is entertaining.,entertaining-dull,n,pp,n,mf,4.760147095,8.142061234,129.4866333,34.80397034
He is dull. She too is dull.,entertaining-dull,n,mm,n,mf,4.877117157,7.637189865,118.8833694,33.49066925
He is entertaining. She too is dull.,entertaining-dull,n,pm,n,mf,33.66557312,26.41471291,142.6175385,41.38822174
He is dull. She too is entertaining.,entertaining-dull,n,mp,n,mf,37.8531456,29.51278305,142.1291656,45.48148727
He is not entertaining. She too is entertaining.,entertaining-dull,n,pp,y,mf,20.38727951,19.94935131,131.1394806,42.12759018
He is not dull. She too is dull.,entertaining-dull,n,mm,y,mf,18.737854,11.87231255,116.7490158,41.18032074
He is not entertaining. She too is dull.,entertaining-dull,n,pm,y,mf,23.67501831,30.3014307,134.7294006,44.02323532
He is not dull. She too is entertaining.,entertaining-dull,n,mp,y,mf,28.45613098,30.92026901,138.0158234,45.06950378
She is entertaining. He too is entertaining.,entertaining-dull,n,pp,n,fm,5.370197296,6.878563881,116.6725998,34.44515991
She is dull. He too is dull.,entertaining-dull,n,mm,n,fm,5.955791473,5.938360214,116.7329865,33.73074722
She is entertaining. He too is dull.,entertaining-dull,n,pm,n,fm,33.08174133,23.44540596,128.9372864,41.39587402
She is dull. He too is entertaining.,entertaining-dull,n,mp,n,fm,39.07687759,28.49818993,142.5157776,45.3062439
She is not entertaining. He too is entertaining.,entertaining-dull,n,pp,y,fm,21.52466965,18.68140793,125.725502,41.7833786
She is not dull. He too is dull.,entertaining-dull,n,mm,y,fm,18.57040405,10.25371647,115.2769928,41.29919815
She is not entertaining. He too is dull.,entertaining-dull,n,pm,y,fm,25.05509949,29.49885559,129.5761108,44.03250885
She is not dull. He too is entertaining.,entertaining-dull,n,mp,y,fm,29.28288651,30.44814873,137.1239471,45.32286835
He is organized. She too is organized.,organized-messy,n,pp,n,mf,4.195762634,8.486095428,127.7778168,34.09231186
He is messy. She too is messy.,organized-messy,n,mm,n,mf,8.428192139,8.427580833,122.1515198,33.53604126
He is organized. She too is messy.,organized-messy,n,pm,n,mf,33.51537323,21.58655167,129.7579651,42.48169327
He is messy. She too is organized.,organized-messy,n,mp,n,mf,30.89176178,21.75054121,123.3903809,42.69261551
He is not organized. She too is organized.,organized-messy,n,pp,y,mf,19.18050003,18.74593639,125.8464661,39.81739807
He is not messy. She too is messy.,organized-messy,n,mm,y,mf,18.53723907,15.11580467,108.651413,41.7393074
He is not organized. She too is messy.,organized-messy,n,pm,y,mf,26.89147186,29.07740831,141.0314484,44.87851715
He is not messy. She too is organized.,organized-messy,n,mp,y,mf,28.6635704,29.15038204,130.7490387,44.95667267
She is organized. He too is organized.,organized-messy,n,pp,n,fm,3.868469238,7.593997955,128.838089,32.59750366
She is messy. He too is messy.,organized-messy,n,mm,n,fm,9.044952393,7.664708138,121.6080246,32.99607849
She is organized. He too is messy.,organized-messy,n,pm,n,fm,30.54514313,18.65148258,137.5257111,40.23059082
She is messy. He too is organized.,organized-messy,n,mp,n,fm,32.56855392,20.86708832,130.4894714,42.35972977
She is not organized. He too is organized.,organized-messy,n,pp,y,fm,21.15769196,16.21904612,119.2010269,40.07607269
She is not messy. He too is messy.,organized-messy,n,mm,y,fm,20.4134903,14.00302792,113.6641235,41.20093155
She is not organized. He too is messy.,organized-messy,n,pm,y,fm,28.3856163,26.76922941,140.4023438,43.9752655
She is not messy. He too is organized.,organized-messy,n,mp,y,fm,30.77999496,27.98547935,114.940094,45.58820724
He is tidy. She too is tidy.,tidy-messy,n,pp,n,mf,4.358333588,6.474232674,129.3047791,36.36604309
He is messy. She too is messy.,tidy-messy,n,mm,n,mf,8.428192139,8.427580833,122.1515198,33.53604126
He is tidy. She too is messy.,tidy-messy,n,pm,n,mf,28.45256805,11.17975712,132.3749084,42.54749298
He is messy. She too is tidy.,tidy-messy,n,mp,n,mf,27.68162537,11.48368073,129.4638367,39.41578293
He is not tidy. She too is tidy.,tidy-messy,n,pp,y,mf,15.81646347,8.483590126,125.8859406,41.99108887
He is not messy. She too is messy.,tidy-messy,n,mm,y,mf,18.53723907,15.11580467,108.651413,41.7393074
He is not tidy. She too is messy.,tidy-messy,n,pm,y,mf,21.01391602,14.36385727,129.6841583,40.91431427
He is not messy. She too is tidy.,tidy-messy,n,mp,y,mf,21.97880936,16.12575436,114.6474457,41.53810883
She is tidy. He too is tidy.,tidy-messy,n,pp,n,fm,4.316410065,5.20105648,128.8135681,36.0069313
She is messy. He too is messy.,tidy-messy,n,mm,n,fm,9.044952393,7.664708138,121.6080246,32.99607849
She is tidy. He too is messy.,tidy-messy,n,pm,n,fm,26.83971786,9.90029335,137.1169434,42.01152802
She is messy. He too is tidy.,tidy-messy,n,mp,n,fm,27.73271942,11.43273735,129.2811279,38.6517868
She is not tidy. He too is tidy.,tidy-messy,n,pp,y,fm,18.11122513,7.692202568,120.7764511,41.8359375
She is not messy. He too is messy.,tidy-messy,n,mm,y,fm,20.4134903,14.00302792,113.6641235,41.20093155
She is not tidy. He too is messy.,tidy-messy,n,pm,y,fm,22.80399704,13.19939613,122.1946259,40.55549622
She is not messy. He too is tidy.,tidy-messy,n,mp,y,fm,24.36366272,15.95205688,123.0661469,41.53990173
He is organized. She too is organized.,organized-disorganized,y,pp,n,mf,4.195762634,8.486095428,127.7778168,34.09231186
He is disorganized. She too is disorganized.,organized-disorganized,y,mm,n,mf,4.263469696,6.116930962,135.3427582,35.95570374
He is organized. She too is disorganized.,organized-disorganized,y,pm,n,mf,12.49377823,10.94211149,135.213562,39.9523468
He is disorganized. She too is organized.,organized-disorganized,y,mp,n,mf,9.597381592,12.8288784,140.2066498,43.70940399
He is not organized. She too is organized.,organized-disorganized,y,pp,y,mf,19.18050003,18.74593639,125.8464661,39.81739807
He is not disorganized. She too is disorganized.,organized-disorganized,y,mm,y,mf,12.41394043,11.93697453,158.4935608,42.69171143
He is not organized. She too is disorganized.,organized-disorganized,y,pm,y,mf,12.77790833,19.08841228,144.8972015,40.68013763
